,idParlamentario,idProyecto
0,101025,116400.0
1,101025,115448.0
2,101025,112507.0
3,101025,115837.0
4,101025,116012.0
5,101025,116341.0
6,101025,116342.0
7,101025,115307.0
8,101025,115373.0
9,101025,115839.0
10,101025,115607.0
11,101025,115200.0
12,101025,116988.0
13,101025,117170.0
14,101025,117249.0
15,101025,116911.0
16,101025,116646.0
17,101025,116567.0
18,101025,116907.0
19,101025,116689.0
20,101025,117077.0
21,101025,116553.0
22,101025,116554.0
23,101025,116572.0
24,101025,120387.0
25,101025,120108.0
26,101025,119779.0
27,101025,120154.0
28,101025,120289.0
29,101025,121029.0
30,101025,121580.0
31,101025,121575.0
32,101025,121282.0
33,101025,120578.0
34,101025,120583.0
35,101025,120580.0
36,101025,117127.0
37,101025,120165.0
38,101025,116812.0
39,101025,121709.0
40,101025,121699.0
41,101025,121700.0
42,101025,121693.0
43,101025,121694.0
44,101025,121707.0
45,101025,121704.0
46,101025,121706.0
47,101025,121702.0
48,101025,121701.0
49,101025,121703.0
50,101025,121281.0
51,101025,121705.0
52,101025,121711.0
53,101025,121710.0
54,101025,121698.0
55,101025,121695.0
56,101025,121697.0
57,101025,121762.0
58,101025,121931.0
59,101025,121764.0
60,101025,121774.0
61,101025,121813.0
62,101025,121708.0
63,101025,120797.0
64,101025,121865.0
65,101025,122604.0
66,101025,121870.0
67,101025,121869.0
68,101025,122025.0
69,101025,122023.0
70,101025,121862.0
71,101025,115311.0
72,101025,122605.0
73,101025,120255.0
74,101025,122039.0
75,101025,122044.0
76,101025,122041.0
77,101025,121974.0
78,101025,122103.0
79,101025,122556.0
80,101025,122228.0
81,101025,122419.0
82,101025,122569.0
83,101025,122256.0
84,101025,122154.0
85,101025,121925.0
86,101025,121754.0
87,101025,122160.0
88,101025,122171.0
89,101025,121861.0
90,101025,119987.0
91,101025,122302.0
92,101025,122309.0
93,101025,122307.0
94,101025,121860.0
95,101025,120582.0
96,101025,122043.0
97,101025,122049.0
98,101025,122045.0
99,101025,122046.0
100,101025,122047.0
101,101025,122048.0
102,101025,122024.0
103,101025,122026.0
104,101025,122029.0
105,101025,122033.0
106,101025,122032.0
107,101025,122035.0
108,101025,122034.0
109,101025,122036.0
110,101025,122037.0
111,101025,122038.0
112,101025,122040.0
113,101025,122042.0
114,101025,121863.0
115,101025,124074.0
116,101025,124129.0
117,101025,124103.0
118,101025,124116.0
119,101025,124132.0
120,101025,125004.0
121,101025,124171.0
122,101025,124198.0
123,101025,124421.0
124,101025,123949.0
125,101025,123952.0
126,101025,124265.0
127,101025,124266.0
128,101025,124598.0
129,101025,124230.0
130,101025,124316.0
131,101025,124318.0
132,101025,125098.0
133,101025,125233.0
134,101025,125238.0
135,101025,125241.0
136,101025,125245.0
137,101025,125337.0
138,101025,125432.0
139,101025,125443.0
140,101025,124349.0
141,101025,124325.0
142,101025,124319.0
143,101025,124320.0
144,101025,124391.0
145,101025,124392.0
146,101025,124389.0
147,101025,125014.0
148,101025,125016.0
149,101025,124302.0
150,101025,124359.0
151,101025,125419.0
152,101025,125430.0
153,101025,125449.0
154,101025,125388.0
155,101025,122560.0
156,101025,125282.0
157,101025,125429.0
158,101025,125482.0
159,101025,125492.0
160,101025,125511.0
161,101025,125510.0
162,101025,126044.0
163,101025,124348.0
164,101025,124364.0
165,101025,124365.0
166,101025,124388.0
167,101025,124390.0
168,101025,124592.0
169,101025,124270.0
170,101025,124471.0
171,101025,124589.0
172,101025,125165.0
173,101025,125167.0
174,101025,125210.0
175,101025,125212.0
176,101025,125285.0
177,101025,125283.0
178,101025,122934.0
179,101025,125540.0
180,101025,125816.0
181,101025,125814.0
182,101025,126652.0
183,101025,128042.0
